feature_set,recall,precision,f1,pr_auc
sensors_only,0.37426470588235294,0.08607871770560105,0.1395025538529869,0.11645993811089957
sensors_plus_time_features,0.38676470588235295,0.0870448701294804,0.1416575525923352,0.12726016688455996
